ligne,colonne,x_val,mu1,mu2,mu3
0,0,15.28800000000000026,1.00000000000000000,0.00000000000000000,0.00000000000000000
1,0,11.16039999999999921,1.00000000000000000,0.00000000000000000,0.00000000000000000
2,0,0.13586999999999999,1.00000000000000000,0.00000000000000000,0.00000000000000000
3,0,0.09164000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
4,0,8.98296000000000028,1.00000000000000000,0.00000000000000000,0.00000000000000000
5,0,1.62864000000000009,1.00000000000000000,0.00000000000000000,0.00000000000000000
6,0,0.11747000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
7,0,6.65491999999999972,1.00000000000000000,0.00000000000000000,0.00000000000000000
8,0,1.41385000000000005,1.00000000000000000,0.00000000000000000,0.00000000000000000
9,0,2.30039999999999978,1.00000000000000000,0.00000000000000000,0.00000000000000000
10,0,0.06162000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
11,0,4.09740000000000038,1.00000000000000000,0.00000000000000000,0.00000000000000000
12,0,0.12650000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
13,0,0.10290000000000001,1.00000000000000000,0.00000000000000000,0.00000000000000000
14,0,0.09064999999999999,1.00000000000000000,0.00000000000000000,0.00000000000000000
15,0,0.02543000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
16,0,0.01301000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
17,0,11.10810000000000031,1.00000000000000000,0.00000000000000000,0.00000000000000000
18,0,0.11132000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
19,0,0.14932000000000001,1.00000000000000000,0.00000000000000000,0.00000000000000000
20,0,0.01538000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
21,0,0.46295999999999998,1.00000000000000000,0.00000000000000000,0.00000000000000000
22,0,0.19802000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
23,0,0.14455000000000001,1.00000000000000000,0.00000000000000000,0.00000000000000000
24,0,0.09178000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
25,0,0.03871000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
26,0,0.01951000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
27,0,1.35471999999999992,1.00000000000000000,0.00000000000000000,0.00000000000000000
28,0,5.66636999999999968,1.00000000000000000,0.00000000000000000,0.00000000000000000
29,0,0.54452000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
30,0,0.44790999999999997,1.00000000000000000,0.00000000000000000,0.00000000000000000
31,0,18.81099999999999994,1.00000000000000000,0.00000000000000000,0.00000000000000000
32,0,3.47427999999999981,1.00000000000000000,0.00000000000000000,0.00000000000000000
33,0,0.24979999999999999,1.00000000000000000,0.00000000000000000,0.00000000000000000
34,0,67.92079999999999984,0.00000000000000000,0.00000000000000000,1.00000000000000000
35,0,0.07013000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
36,0,0.06417000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
37,0,0.11069000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
38,0,6.39311999999999969,1.00000000000000000,0.00000000000000000,0.00000000000000000
39,0,0.08706999999999999,1.00000000000000000,0.00000000000000000,0.00000000000000000
40,0,4.54192000000000018,1.00000000000000000,0.00000000000000000,0.00000000000000000
41,0,0.03738000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
42,0,0.35232999999999998,1.00000000000000000,0.00000000000000000,0.00000000000000000
43,0,0.11432000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
44,0,0.01870000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
45,0,11.57789999999999964,1.00000000000000000,0.00000000000000000,0.00000000000000000
46,0,0.19539000000000001,1.00000000000000000,0.00000000000000000,0.00000000000000000
47,0,0.16760000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
48,0,0.18836000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
49,0,9.96654000000000018,1.00000000000000000,0.00000000000000000,0.00000000000000000
50,0,0.08370000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
51,0,7.05041999999999991,1.00000000000000000,0.00000000000000000,0.00000000000000000
52,0,0.57528999999999997,1.00000000000000000,0.00000000000000000,0.00000000000000000
53,0,0.26938000000000001,1.00000000000000000,0.00000000000000000,0.00000000000000000
54,0,16.81180000000000163,1.00000000000000000,0.00000000000000000,0.00000000000000000
55,0,0.63795999999999997,1.00000000000000000,0.00000000000000000,0.00000000000000000
56,0,0.04544000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
57,0,0.19186000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
58,0,0.06617000000000001,1.00000000000000000,0.00000000000000000,0.00000000000000000
59,0,23.64819999999999922,0.93708387602635856,0.06291612397364138,0.00000000000000000
60,0,28.65579999999999927,0.71194700948231027,0.28805299051768973,0.00000000000000000
61,0,9.18702000000000041,1.00000000000000000,0.00000000000000000,0.00000000000000000
62,0,0.05302000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
63,0,0.54010999999999998,1.00000000000000000,0.00000000000000000,0.00000000000000000
64,0,0.03615000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
65,0,15.02340000000000053,1.00000000000000000,0.00000000000000000,0.00000000000000000
66,0,0.07151000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
67,0,0.03551000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
68,0,4.66882999999999981,1.00000000000000000,0.00000000000000000,0.00000000000000000
69,0,0.13058000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
70,0,9.23230000000000040,1.00000000000000000,0.00000000000000000,0.00000000000000000
71,0,5.66997999999999980,1.00000000000000000,0.00000000000000000,0.00000000000000000
72,0,0.00632000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
73,0,10.67179999999999929,1.00000000000000000,0.00000000000000000,0.00000000000000000
74,0,0.12579000000000001,1.00000000000000000,0.00000000000000000,0.00000000000000000
75,0,1.23246999999999995,1.00000000000000000,0.00000000000000000,0.00000000000000000
76,0,0.20746000000000001,1.00000000000000000,0.00000000000000000,0.00000000000000000
77,0,4.55586999999999964,1.00000000000000000,0.00000000000000000,0.00000000000000000
78,0,0.35809000000000002,1.00000000000000000,0.00000000000000000,0.00000000000000000
79,0,12.24719999999999942,1.00000000000000000,0.00000000000000000,0.00000000000000000
80,0,0.78569999999999995,1.00000000000000000,0.00000000000000000,0.00000000000000000
81,0,0.02498000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
82,0,0.22489000000000001,1.00000000000000000,0.00000000000000000,0.00000000000000000
83,0,14.43829999999999991,1.00000000000000000,0.00000000000000000,0.00000000000000000
84,0,0.05660000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
85,0,0.24102999999999999,1.00000000000000000,0.00000000000000000,0.00000000000000000
86,0,11.95110000000000028,1.00000000000000000,0.00000000000000000,0.00000000000000000
87,0,0.09068000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
88,0,0.03445000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
89,0,7.83931999999999984,1.00000000000000000,0.00000000000000000,0.00000000000000000
90,0,0.25198999999999999,1.00000000000000000,0.00000000000000000,0.00000000000000000
91,0,8.71674999999999933,1.00000000000000000,0.00000000000000000,0.00000000000000000
92,0,0.22438000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
93,0,0.11459999999999999,1.00000000000000000,0.00000000000000000,0.00000000000000000
94,0,0.01311000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
95,0,1.00245000000000006,1.00000000000000000,0.00000000000000000,0.00000000000000000
96,0,0.07165000000000001,1.00000000000000000,0.00000000000000000,0.00000000000000000
97,0,0.04417000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
98,0,3.32105000000000006,1.00000000000000000,0.00000000000000000,0.00000000000000000
99,0,0.06047000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
100,0,0.11425000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
101,0,0.26168999999999998,1.00000000000000000,0.00000000000000000,0.00000000000000000
102,0,0.04462000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
103,0,0.80271000000000003,1.00000000000000000,0.00000000000000000,0.00000000000000000
104,0,0.02055000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
105,0,0.29819000000000001,1.00000000000000000,0.00000000000000000,0.00000000000000000
106,0,5.44113999999999987,1.00000000000000000,0.00000000000000000,0.00000000000000000
107,0,0.05497000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
108,0,7.02259000000000011,1.00000000000000000,0.00000000000000000,0.00000000000000000
109,0,0.03466000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
110,0,0.40201999999999999,1.00000000000000000,0.00000000000000000,0.00000000000000000
111,0,5.70817999999999959,1.00000000000000000,0.00000000000000000,0.00000000000000000
112,0,0.12744000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
113,0,0.24521999999999999,1.00000000000000000,0.00000000000000000,0.00000000000000000
114,0,0.22212000000000001,1.00000000000000000,0.00000000000000000,0.00000000000000000
115,0,9.72418000000000049,1.00000000000000000,0.00000000000000000,0.00000000000000000
116,0,0.05561000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
117,0,24.80170000000000030,0.88522362849090053,0.11477637150909949,0.00000000000000000
118,0,1.61281999999999992,1.00000000000000000,0.00000000000000000,0.00000000000000000
119,0,88.97620000000000573,0.00000000000000000,0.00000000000000000,1.00000000000000000
120,0,14.05070000000000086,1.00000000000000000,0.00000000000000000,0.00000000000000000
121,0,0.02899000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
122,0,0.65664999999999996,1.00000000000000000,0.00000000000000000,0.00000000000000000
123,0,0.76161999999999996,1.00000000000000000,0.00000000000000000,0.00000000000000000
124,0,0.14476000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
125,0,0.09378000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
126,0,0.06151000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
127,0,1.34284000000000003,1.00000000000000000,0.00000000000000000,0.00000000000000000
128,0,25.04609999999999914,0.87423564019643507,0.12576435980356493,0.00000000000000000
129,0,0.02763000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
130,0,0.02177000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
131,0,10.06230000000000047,1.00000000000000000,0.00000000000000000,0.00000000000000000
132,0,3.16360000000000019,1.00000000000000000,0.00000000000000000,0.00000000000000000
133,0,0.33983000000000002,1.00000000000000000,0.00000000000000000,0.00000000000000000
134,0,0.33045000000000002,1.00000000000000000,0.00000000000000000,0.00000000000000000
135,0,0.14052000000000001,1.00000000000000000,0.00000000000000000,0.00000000000000000
136,0,0.12931999999999999,1.00000000000000000,0.00000000000000000,0.00000000000000000
137,0,8.49212999999999951,1.00000000000000000,0.00000000000000000,0.00000000000000000
138,0,9.92484999999999928,1.00000000000000000,0.00000000000000000,0.00000000000000000
139,0,0.17782999999999999,1.00000000000000000,0.00000000000000000,0.00000000000000000
140,0,0.23912000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
141,0,0.17505000000000001,1.00000000000000000,0.00000000000000000,0.00000000000000000
142,0,0.02009000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
143,0,0.05372000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
144,0,2.63547999999999982,1.00000000000000000,0.00000000000000000,0.00000000000000000
145,0,0.52058000000000004,1.00000000000000000,0.00000000000000000,0.00000000000000000
146,0,0.62975999999999999,1.00000000000000000,0.00000000000000000,0.00000000000000000
147,0,6.28807000000000027,1.00000000000000000,0.00000000000000000,0.00000000000000000
148,0,0.14230999999999999,1.00000000000000000,0.00000000000000000,0.00000000000000000
149,0,0.08873000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
150,0,14.42079999999999984,1.00000000000000000,0.00000000000000000,0.00000000000000000
151,0,0.22927000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
152,0,0.47547000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
153,0,0.22875999999999999,1.00000000000000000,0.00000000000000000,0.00000000000000000
154,0,0.04932000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
155,0,5.20176999999999978,1.00000000000000000,0.00000000000000000,0.00000000000000000
156,0,0.01360000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
157,0,0.26838000000000001,1.00000000000000000,0.00000000000000000,0.00000000000000000
158,0,3.69310999999999989,1.00000000000000000,0.00000000000000000,0.00000000000000000
159,0,0.16439000000000001,1.00000000000000000,0.00000000000000000,0.00000000000000000
160,0,3.83684000000000003,1.00000000000000000,0.00000000000000000,0.00000000000000000
161,0,0.06905000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
162,0,38.35179999999999723,0.27602420054966942,0.72397579945033053,0.00000000000000000
163,0,0.06859999999999999,1.00000000000000000,0.00000000000000000,0.00000000000000000
164,0,0.12329000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
165,0,0.01096000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
166,0,0.61470000000000002,1.00000000000000000,0.00000000000000000,0.00000000000000000
167,0,0.12268999999999999,1.00000000000000000,0.00000000000000000,0.00000000000000000
168,0,0.07244000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
169,0,0.29089999999999999,1.00000000000000000,0.00000000000000000,0.00000000000000000
170,0,0.03584000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
171,0,0.05789000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
172,0,0.05479000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
173,0,0.05188000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
174,0,0.01778000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
175,0,2.24236000000000013,1.00000000000000000,0.00000000000000000,0.00000000000000000
176,0,0.09512000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
177,0,0.25914999999999999,1.00000000000000000,0.00000000000000000,0.00000000000000000
178,0,0.07950000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
179,0,0.17899000000000001,1.00000000000000000,0.00000000000000000,0.00000000000000000
180,0,0.10793000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
181,0,0.05023000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
182,0,2.14917999999999987,1.00000000000000000,0.00000000000000000,0.00000000000000000
183,0,4.81212999999999980,1.00000000000000000,0.00000000000000000,0.00000000000000000
184,0,5.73116000000000003,1.00000000000000000,0.00000000000000000,0.00000000000000000
185,0,0.12204000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000
186,0,8.79212000000000060,1.00000000000000000,0.00000000000000000,0.00000000000000000
