iteration,erreur_moy,nombre_egalite,nombre_preference,pred_vrai_egalite,pred_fausse_egalite,pred_vrai_preference,pred_fausse_preference,pred_fausse_inversion
1224,0.000000,302,698,0,302,591,0,107
1225,0.000000,312,688,0,312,574,0,114
1226,0.000000,312,688,5,307,534,7,147
1227,0.000000,322,678,1,321,562,0,116
1228,0.000000,300,700,0,300,587,0,113
1229,0.000000,311,689,7,304,517,25,147
1230,0.000000,341,659,6,335,540,1,118
1231,0.000000,333,667,0,333,562,0,105
1232,0.000000,318,682,0,318,555,0,127
1233,0.000000,341,659,0,341,538,0,121
1234,0.000000,311,689,0,311,579,0,110
1235,0.000000,292,708,0,292,590,0,118
1236,0.000000,316,684,0,316,584,0,100
1237,0.000000,294,706,0,294,604,0,102
1238,0.000000,322,678,0,322,565,0,113
1239,0.000000,324,676,0,324,561,0,115
1240,0.000000,354,646,0,354,523,0,123
1241,0.000000,330,670,0,330,558,0,112
1242,0.000000,327,673,34,293,406,52,215
1243,0.000000,298,702,125,173,178,320,204
1244,0.000000,333,667,0,333,558,1,108
1245,0.000000,295,705,10,285,566,9,130
1246,0.000000,324,676,61,263,252,117,307
1247,0.000000,319,681,244,75,91,499,91
1248,0.000000,330,670,1,329,554,1,115
1249,0.000000,319,681,0,319,566,0,115
1250,0.000000,290,710,0,290,602,0,108
1251,0.000000,301,699,0,301,578,0,121
1252,0.000000,304,696,53,251,281,120,295
1253,0.000000,320,680,207,113,125,436,119
1254,0.000000,346,654,0,346,547,1,106
1255,0.000000,328,672,0,328,548,0,124
1256,0.000000,324,676,0,324,567,0,109
1257,0.000000,300,700,12,288,512,27,161
1258,0.000000,305,695,0,305,564,0,131
1259,0.000000,308,692,0,308,565,0,127
1260,0.000000,324,676,0,324,564,0,112
1261,0.000000,327,673,2,325,542,1,130
1262,0.000000,312,688,78,234,301,125,262
1263,0.000000,304,696,207,97,113,472,111
1264,0.000000,323,677,0,323,559,1,117
1265,0.000000,299,701,0,299,586,0,115
1266,0.000000,316,684,0,316,556,0,128
1267,0.000000,294,706,0,294,589,0,117
1268,0.000000,312,688,0,312,554,0,134
1269,0.000000,324,676,45,279,345,90,241
1270,0.000000,332,668,173,159,147,341,180
1271,0.000000,305,695,0,305,599,1,95
1272,0.000000,308,692,0,308,582,0,110
1273,0.000000,332,668,22,310,451,34,183
1274,0.000000,336,664,40,296,389,60,215
1275,0.000000,336,664,0,336,545,1,118
1276,0.000000,301,699,0,301,587,0,112
1277,0.000000,311,689,0,311,578,0,111
1278,0.000000,340,660,0,340,547,0,113
1279,0.000000,308,692,21,287,511,24,157
1280,0.000000,292,708,67,225,317,133,258
1281,0.000000,302,698,0,302,584,1,113
1282,0.000000,313,687,0,313,585,0,102
1283,0.000000,312,688,0,312,567,0,121
1284,0.000000,339,661,20,319,451,27,183
1285,0.000000,332,668,0,332,543,0,125
1286,0.000000,299,701,0,299,582,0,119
1287,0.000000,298,702,0,298,563,0,139
1288,0.000000,299,701,0,299,574,0,127
1289,0.000000,325,675,0,325,572,0,103
1290,0.000000,282,718,0,282,611,0,107
1291,0.000000,314,686,0,314,564,0,122
1292,0.000000,314,686,0,314,568,0,118
1293,0.000000,310,690,14,296,485,31,174
1294,0.000000,332,668,0,332,552,0,116
1295,0.000000,322,678,0,322,562,0,116
1296,0.000000,339,661,0,339,543,0,118
1297,0.000000,330,670,0,330,553,0,117
1298,0.000000,334,666,27,307,418,39,209
1299,0.000000,342,658,0,342,556,0,102
1300,0.000000,298,702,29,269,461,51,190
1301,0.000000,296,704,1,295,607,1,96
1302,0.000000,308,692,0,308,571,0,121
1303,0.000000,324,676,0,324,553,0,123
1304,0.000000,346,654,4,342,511,9,134
1305,0.000000,349,651,42,307,380,60,211
1306,0.000000,338,662,154,184,194,270,198
1307,0.000000,308,692,3,305,570,1,121
1308,0.000000,301,699,0,301,584,0,115
1309,0.000000,329,671,0,329,560,0,111
1310,0.000000,332,668,0,332,549,0,119
1311,0.000000,313,687,0,313,571,0,116
1312,0.000000,314,686,15,299,478,24,184
1313,0.000000,321,679,30,291,422,53,204
1314,0.000000,304,696,0,304,573,1,122
1315,0.000000,311,689,0,311,574,0,115
1316,0.000000,299,701,0,299,584,0,117
1317,0.000000,316,684,0,316,578,0,106
1318,0.000000,284,716,0,284,589,0,127
1319,0.000000,321,679,0,321,570,0,109
1320,0.000000,321,679,0,321,567,0,112
1321,0.000000,315,685,43,272,417,56,212
1322,0.000000,316,684,3,313,585,1,98
1323,0.000000,315,685,1,314,579,0,106
1324,0.000000,329,671,0,329,556,0,115
1325,0.000000,279,721,0,279,609,0,112
1326,0.000000,312,688,7,305,546,6,136
1327,0.000000,293,707,54,239,282,108,317
1328,0.000000,321,679,217,104,104,490,85
1329,0.000000,301,699,26,275,465,47,187
1330,0.000000,309,691,94,215,250,205,236
1331,0.000000,318,682,34,284,435,70,177
1332,0.000000,332,668,138,194,207,265,196
1333,0.000000,287,713,1,286,602,1,110
1334,0.000000,306,694,0,306,572,0,122
1335,0.000000,304,696,0,304,585,0,111
1336,0.000000,300,700,0,300,574,0,126
1337,0.000000,304,696,0,304,573,0,123
1338,0.000000,337,663,0,337,559,0,104
1339,0.000000,305,695,0,305,595,0,100
1340,0.000000,291,709,0,291,582,0,127
1341,0.000000,317,683,13,304,523,13,147
1342,0.000000,310,690,57,253,303,119,268
1343,0.000000,292,708,235,57,80,562,66
1344,0.000000,329,671,0,329,548,1,122
1345,0.000000,334,666,28,306,384,66,216
1346,0.000000,317,683,134,183,194,291,198
1347,0.000000,312,688,2,310,578,1,109
1348,0.000000,299,701,0,299,586,0,115
1349,0.000000,305,695,50,255,382,76,237
1350,0.000000,306,694,152,154,179,346,169
1351,0.000000,282,718,42,240,368,92,258
1352,0.000000,329,671,34,295,424,56,191
1353,0.000000,312,688,120,192,233,252,203
1354,0.000000,308,692,0,308,582,1,109
1355,0.000000,313,687,0,313,577,0,110
1356,0.000000,300,700,47,253,356,78,266
1357,0.000000,330,670,0,330,552,0,118
1358,0.000000,310,690,0,310,584,0,106
1359,0.000000,329,671,35,294,402,65,204
1360,0.000000,323,677,0,323,565,0,112
1361,0.000000,304,696,0,304,557,0,139
1362,0.000000,306,694,0,306,588,0,106
1363,0.000000,305,695,0,305,562,0,133
1364,0.000000,330,670,0,330,565,0,105
1365,0.000000,291,709,0,291,589,0,120
1366,0.000000,320,680,0,320,565,0,115
1367,0.000000,282,718,0,282,612,0,106
1368,0.000000,306,694,0,306,585,0,109
1369,0.000000,306,694,25,281,442,51,201
1370,0.000000,317,683,24,293,469,26,188
1371,0.000000,289,711,0,289,582,0,129
1372,0.000000,309,691,0,309,566,0,125
1373,0.000000,304,696,0,304,589,0,107
1374,0.000000,305,695,0,305,571,0,124
1375,0.000000,298,702,0,298,574,0,128
1376,0.000000,317,683,0,317,568,0,115
1377,0.000000,302,698,0,302,588,0,110
1378,0.000000,304,696,0,304,590,0,106
1379,0.000000,322,678,12,310,500,27,151
1380,0.000000,312,688,66,246,271,130,287
1381,0.000000,336,664,10,326,475,25,164
1382,0.000000,309,691,69,240,281,133,277
1383,0.000000,306,694,0,306,569,1,124
1384,0.000000,295,705,0,295,583,0,122
1385,0.000000,333,667,11,322,510,9,148
1386,0.000000,302,698,0,302,580,1,117
1387,0.000000,302,698,0,302,583,0,115
1388,0.000000,318,682,4,314,520,6,156
1389,0.000000,305,695,0,305,578,1,116
1390,0.000000,314,686,0,314,567,0,119
1391,0.000000,315,685,0,315,569,0,116
1392,0.000000,318,682,0,318,562,0,120
1393,0.000000,316,684,0,316,545,0,139
1394,0.000000,317,683,0,317,565,0,118
1395,0.000000,315,685,49,266,355,89,241
1396,0.000000,312,688,178,134,157,381,150
1397,0.000000,304,696,0,304,582,1,113
1398,0.000000,310,690,0,310,585,0,105
1399,0.000000,317,683,21,296,451,42,190
1400,0.000000,341,659,34,307,427,50,182
1401,0.000000,311,689,0,311,562,0,127
1402,0.000000,345,655,0,345,550,0,105
1403,0.000000,335,665,0,335,553,0,112
1404,0.000000,299,701,0,299,585,0,116
1405,0.000000,313,687,0,313,570,0,117
1406,0.000000,321,679,0,321,572,0,107
1407,0.000000,304,696,0,304,591,0,105
1408,0.000000,304,696,33,271,404,75,217
1409,0.000000,333,667,0,333,551,1,115
1410,0.000000,334,666,45,289,388,44,234
1411,0.000000,324,676,143,181,196,279,201
1412,0.000000,293,707,0,293,599,1,107
1413,0.000000,310,690,0,310,560,0,130
1414,0.000000,311,689,0,311,575,0,114
1415,0.000000,313,687,0,313,560,0,127
1416,0.000000,336,664,0,336,552,0,112
1417,0.000000,329,671,0,329,565,0,106
1418,0.000000,293,707,0,293,581,0,126
1419,0.000000,280,720,0,280,626,0,94
1420,0.000000,296,704,0,296,602,0,102
1421,0.000000,302,698,0,302,581,0,117
1422,0.000000,318,682,50,268,310,113,259
1423,0.000000,301,699,175,126,126,450,123
1424,0.000000,326,674,2,324,560,1,113
1425,0.000000,309,691,0,309,570,0,121
1426,0.000000,324,676,0,324,567,0,109
1427,0.000000,333,667,0,333,556,0,111
1428,0.000000,320,680,0,320,569,0,111
1429,0.000000,300,700,0,300,576,0,124
1430,0.000000,313,687,0,313,579,0,108
1431,0.000000,296,704,0,296,590,0,114
1432,0.000000,306,694,0,306,575,0,119
1433,0.000000,319,681,0,319,557,0,124
1434,0.000000,320,680,0,320,570,0,110
1435,0.000000,318,682,42,276,402,61,219
1436,0.000000,316,684,135,181,213,250,221
1437,0.000000,306,694,4,302,575,6,113
1438,0.000000,314,686,73,241,257,131,298
1439,0.000000,296,704,211,85,117,489,98
1440,0.000000,332,668,1,331,566,1,101
1441,0.000000,334,666,0,334,555,0,111
1442,0.000000,314,686,0,314,559,0,127
1443,0.000000,337,663,0,337,561,0,102
1444,0.000000,341,659,0,341,528,0,131
1445,0.000000,334,666,43,291,376,67,223
1446,0.000000,282,718,121,161,231,294,193
1447,0.000000,321,679,24,297,448,34,197
1448,0.000000,324,676,97,227,236,185,255
1449,0.000000,303,697,0,303,584,1,112
1450,0.000000,319,681,0,319,558,0,123
1451,0.000000,342,658,0,342,548,0,110
1452,0.000000,310,690,0,310,573,0,117
1453,0.000000,301,699,0,301,593,0,106
1454,0.000000,306,694,0,306,584,0,110
1455,0.000000,338,662,0,338,557,0,105
1456,0.000000,317,683,0,317,568,0,115
1457,0.000000,330,670,0,330,570,0,100
1458,0.000000,270,730,0,270,598,0,132
1459,0.000000,318,682,0,318,563,0,119
1460,0.000000,299,701,0,299,585,0,116
1461,0.000000,303,697,11,292,511,11,175
1462,0.000000,313,687,84,229,316,127,244
1463,0.000000,308,692,256,52,83,542,67
1464,0.000000,321,679,0,321,554,1,124
1465,0.000000,304,696,0,304,583,0,113
1466,0.000000,315,685,27,288,465,38,182
1467,0.000000,320,680,0,320,563,0,117
1468,0.000000,314,686,0,314,560,0,126
1469,0.000000,309,691,0,309,576,0,115
1470,0.000000,319,681,0,319,562,0,119
1471,0.000000,320,680,0,320,581,0,99
1472,0.000000,310,690,0,310,581,0,109
1473,0.000000,319,681,0,319,556,0,125
1474,0.000000,313,687,0,313,564,0,123
1475,0.000000,302,698,0,302,583,0,115
1476,0.000000,311,689,47,264,358,85,246
1477,0.000000,317,683,151,166,181,332,170
1478,0.000000,300,700,0,300,584,1,115
1479,0.000000,317,683,0,317,561,0,122
1480,0.000000,325,675,0,325,552,0,123
1481,0.000000,292,708,38,254,408,73,227
1482,0.000000,294,706,0,294,591,1,114
1483,0.000000,285,715,0,285,605,0,110
1484,0.000000,315,685,0,315,572,0,113
1485,0.000000,308,692,0,308,571,0,121
1486,0.000000,304,696,0,304,588,0,108
1487,0.000000,321,679,0,321,556,0,123
1488,0.000000,303,697,0,303,582,0,115
1489,0.000000,312,688,0,312,579,0,109
1490,0.000000,312,688,0,312,566,0,122
1491,0.000000,305,695,20,285,505,19,171
1492,0.000000,321,679,77,244,267,132,280
1493,0.000000,295,705,0,295,598,1,106
1494,0.000000,320,680,0,320,568,0,112
1495,0.000000,300,700,0,300,589,0,111
1496,0.000000,292,708,0,292,576,0,132
1497,0.000000,303,697,0,303,585,0,112
1498,0.000000,344,656,0,344,548,0,108
1499,0.000000,288,712,0,288,579,0,133
1500,0.000000,332,668,0,332,562,0,106
1501,0.000000,332,668,0,332,560,0,108
1502,0.000000,298,702,0,298,595,0,107
1503,0.000000,313,687,0,313,564,0,123
1504,0.000000,334,666,0,334,559,0,107
1505,0.000000,320,680,0,320,572,0,108
1506,0.000000,310,690,0,310,568,0,122
1507,0.000000,294,706,0,294,598,0,108
1508,0.000000,331,669,0,331,556,0,113
1509,0.000000,325,675,0,325,568,0,107
1510,0.000000,312,688,0,312,562,0,126
1511,0.000000,311,689,0,311,589,0,100
1512,0.000000,317,683,0,317,558,0,125
1513,0.000000,314,686,0,314,571,0,115
1514,0.000000,328,672,5,323,523,11,138
1515,0.000000,314,686,1,313,580,1,105
1516,0.000000,295,705,0,295,596,0,109
1517,0.000000,301,699,0,301,576,0,123
1518,0.000000,316,684,0,316,558,0,126
1519,0.000000,329,671,0,329,556,0,115
1520,0.000000,315,685,0,315,553,0,132
1521,0.000000,339,661,7,332,506,15,140
1522,0.000000,310,690,72,238,296,134,260
1523,0.000000,299,701,231,68,76,543,82
1524,0.000000,341,659,1,340,558,1,100
1525,0.000000,344,656,0,344,529,0,127
1526,0.000000,321,679,0,321,562,0,117
1527,0.000000,333,667,0,333,545,0,122
1528,0.000000,316,684,4,312,542,8,134
1529,0.000000,297,703,64,233,308,119,276
1530,0.000000,313,687,218,95,122,463,102
1531,0.000000,322,678,2,320,557,1,120
1532,0.000000,320,680,0,320,570,0,110
1533,0.000000,333,667,0,333,556,0,111
1534,0.000000,314,686,0,314,563,0,123
1535,0.000000,322,678,0,322,542,0,136
1536,0.000000,309,691,0,309,582,0,109
1537,0.000000,295,705,0,295,578,0,127
1538,0.000000,292,708,0,292,602,0,106
1539,0.000000,286,714,0,286,602,0,112
1540,0.000000,291,709,0,291,613,0,96
1541,0.000000,320,680,37,283,428,54,198
1542,0.000000,331,669,0,331,564,0,105
1543,0.000000,317,683,0,317,570,0,113
1544,0.000000,322,678,21,301,427,36,215
1545,0.000000,332,668,0,332,555,0,113
1546,0.000000,305,695,48,257,357,98,240
1547,0.000000,295,705,146,149,175,351,179
1548,0.000000,312,688,0,312,564,1,123
1549,0.000000,289,711,42,247,404,70,237
1550,0.000000,315,685,171,144,172,318,195
1551,0.000000,297,703,0,297,576,1,126
1552,0.000000,319,681,15,304,499,18,164
1553,0.000000,334,666,0,334,541,0,125
1554,0.000000,310,690,0,310,573,0,117
1555,0.000000,311,689,0,311,580,0,109
1556,0.000000,318,682,23,295,425,54,203
1557,0.000000,302,698,126,176,203,274,221
1558,0.000000,318,682,56,262,356,70,256
1559,0.000000,329,671,170,159,161,347,163
1560,0.000000,327,673,2,325,547,1,125
1561,0.000000,335,665,0,335,526,0,139
1562,0.000000,305,695,0,305,594,0,101
1563,0.000000,304,696,0,304,590,0,106
1564,0.000000,308,692,0,308,563,0,129
1565,0.000000,313,687,0,313,573,0,114
1566,0.000000,308,692,0,308,573,0,119
1567,0.000000,301,699,0,301,592,0,107
1568,0.000000,318,682,0,318,572,0,110
1569,0.000000,319,681,0,319,552,0,129
1570,0.000000,288,712,0,288,613,0,99
1571,0.000000,309,691,0,309,577,0,114
1572,0.000000,328,672,0,328,559,0,113
1573,0.000000,317,683,0,317,563,0,120
1574,0.000000,318,682,2,316,551,0,131
1575,0.000000,289,711,1,288,610,1,100
1576,0.000000,316,684,0,316,563,0,121
1577,0.000000,286,714,50,236,336,95,283
1578,0.000000,292,708,184,108,132,444,132
1579,0.000000,318,682,0,318,565,1,116
1580,0.000000,312,688,0,312,559,0,129
1581,0.000000,323,677,37,286,382,62,233
1582,0.000000,301,699,139,162,187,336,176
1583,0.000000,332,668,0,332,544,1,123
1584,0.000000,307,693,0,307,573,0,120
1585,0.000000,303,697,0,303,572,0,125
1586,0.000000,319,681,0,319,559,0,122
1587,0.000000,301,699,0,301,590,0,109
1588,0.000000,335,665,0,335,543,0,122
1589,0.000000,294,706,0,294,587,0,119
1590,0.000000,313,687,0,313,582,0,105
1591,0.000000,305,695,0,305,595,0,100
1592,0.000000,305,695,0,305,582,0,113
1593,0.000000,295,705,28,267,439,56,210
1594,0.000000,319,681,0,319,554,1,126
1595,0.000000,301,699,0,301,585,0,114
1596,0.000000,293,707,0,293,540,9,158
1597,0.000000,313,687,69,244,286,113,288
1598,0.000000,299,701,221,78,106,485,110
1599,0.000000,333,667,0,333,554,1,112
1600,0.000000,302,698,16,286,475,40,183
1601,0.000000,319,681,3,316,577,1,103
1602,0.000000,301,699,28,273,440,60,199
1603,0.000000,323,677,0,323,572,0,105
1604,0.000000,310,690,0,310,590,0,100
1605,0.000000,324,676,8,316,495,23,158
1606,0.000000,322,678,41,281,372,74,232
1607,0.000000,265,735,118,147,204,337,194
1608,0.000000,332,668,36,296,420,50,198
1609,0.000000,301,699,114,187,241,220,238
1610,0.000000,288,712,0,288,609,1,102
1611,0.000000,283,717,0,283,577,0,140
1612,0.000000,305,695,0,305,592,0,103
1613,0.000000,305,695,0,305,592,0,103
1614,0.000000,294,706,0,294,590,0,116
1615,0.000000,314,686,0,314,562,0,124
1616,0.000000,313,687,0,313,571,0,116
1617,0.000000,318,682,0,318,571,0,111
1618,0.000000,317,683,0,317,563,0,120
1619,0.000000,330,670,0,330,566,0,104
1620,0.000000,324,676,0,324,554,0,122
1621,0.000000,283,717,0,283,616,0,101
1622,0.000000,329,671,0,329,567,0,104
1623,0.000000,298,702,0,298,582,0,120
1624,0.000000,326,674,8,318,517,16,141
1625,0.000000,329,671,74,255,277,111,283
1626,0.000000,314,686,263,51,96,528,62
1627,0.000000,313,687,0,313,587,1,99
1628,0.000000,306,694,0,306,574,0,120
1629,0.000000,308,692,0,308,581,0,111
1630,0.000000,303,697,0,303,591,0,106
1631,0.000000,296,704,0,296,587,0,117
1632,0.000000,286,714,0,286,607,0,107
1633,0.000000,294,706,0,294,593,0,113
1634,0.000000,307,693,0,307,582,0,111
1635,0.000000,343,657,0,343,538,0,119
1636,0.000000,319,681,0,319,561,0,120
1637,0.000000,295,705,0,295,581,0,124
1638,0.000000,283,717,0,283,600,0,117
1639,0.000000,301,699,0,301,586,0,113
1640,0.000000,325,675,53,272,347,104,224
1641,0.000000,308,692,11,297,514,14,164
1642,0.000000,320,680,0,320,547,1,132
1643,0.000000,329,671,31,298,397,75,199
1644,0.000000,328,672,144,184,188,303,181
1645,0.000000,322,678,0,322,549,1,128
1646,0.000000,335,665,0,335,543,0,122
1647,0.000000,297,703,30,267,424,70,209
1648,0.000000,309,691,9,300,533,25,133
1649,0.000000,339,661,0,339,544,0,117
1650,0.000000,310,690,0,310,592,0,98
1651,0.000000,293,707,0,293,588,0,119
1652,0.000000,329,671,0,329,549,0,122
1653,0.000000,304,696,10,294,563,5,128
1654,0.000000,344,656,82,262,288,104,264
1655,0.000000,308,692,216,92,105,482,105
1656,0.000000,315,685,0,315,565,1,119
1657,0.000000,335,665,0,335,555,0,110
1658,0.000000,341,659,40,301,394,67,198
1659,0.000000,309,691,0,309,559,0,132
1660,0.000000,314,686,35,279,405,56,225
1661,0.000000,312,688,0,312,564,1,123
1662,0.000000,311,689,0,311,561,0,128
1663,0.000000,291,709,0,291,609,0,100
1664,0.000000,299,701,25,274,465,37,199
1665,0.000000,310,690,94,216,248,197,245
1666,0.000000,316,684,0,316,573,1,110
1667,0.000000,335,665,0,335,549,0,116
1668,0.000000,298,702,28,270,472,36,194
1669,0.000000,313,687,0,313,579,1,107
1670,0.000000,311,689,0,311,580,0,109
1671,0.000000,295,705,0,295,591,0,114
1672,0.000000,325,675,0,325,578,0,97
1673,0.000000,324,676,0,324,567,0,109
1674,0.000000,336,664,0,336,552,0,112
1675,0.000000,315,685,0,315,569,0,116
1676,0.000000,294,706,20,274,468,46,192
1677,0.000000,322,678,111,211,218,229,231
1678,0.000000,341,659,0,341,534,1,124
1679,0.000000,307,693,0,307,564,0,129
1680,0.000000,304,696,0,304,576,0,120
1681,0.000000,312,688,0,312,560,0,128
1682,0.000000,315,685,0,315,559,0,126
1683,0.000000,323,677,0,323,549,0,128
1684,0.000000,318,682,0,318,545,0,137
1685,0.000000,318,682,0,318,559,0,123
1686,0.000000,312,688,0,312,555,0,133
1687,0.000000,316,684,0,316,549,0,135
1688,0.000000,320,680,0,320,570,0,110
1689,0.000000,343,657,0,343,535,0,122
1690,0.000000,318,682,0,318,564,0,118
1691,0.000000,318,682,46,272,350,79,253
1692,0.000000,328,672,172,156,156,348,168
1693,0.000000,307,693,0,307,576,1,116
1694,0.000000,322,678,0,322,560,0,118
1695,0.000000,334,666,0,334,550,0,116
1696,0.000000,332,668,0,332,554,0,114
1697,0.000000,309,691,0,309,575,0,116
1698,0.000000,297,703,0,297,596,0,107
1699,0.000000,308,692,10,298,532,14,146
1700,0.000000,293,707,18,275,493,31,183
1701,0.000000,323,677,2,321,559,1,117
1702,0.000000,300,700,11,289,479,43,178
1703,0.000000,292,708,0,292,579,1,128
1704,0.000000,323,677,11,312,542,10,125
1705,0.000000,314,686,64,250,283,128,275
1706,0.000000,342,658,255,87,96,480,82
1707,0.000000,321,679,0,321,557,1,121
1708,0.000000,341,659,0,341,539,0,120
1709,0.000000,304,696,0,304,584,1,111
1710,0.000000,324,676,0,324,567,0,109
1711,0.000000,312,688,0,312,585,0,103
1712,0.000000,311,689,0,311,565,0,124
1713,0.000000,309,691,0,309,571,0,120
1714,0.000000,316,684,0,316,550,0,134
1715,0.000000,322,678,0,322,586,0,92
1716,0.000000,328,672,0,328,556,0,116
1717,0.000000,316,684,33,283,435,47,202
1718,0.000000,326,674,41,285,380,74,220
1719,0.000000,328,672,156,172,155,328,189
1720,0.000000,316,684,0,316,567,1,116
1721,0.000000,325,675,0,325,568,0,107
1722,0.000000,326,674,0,326,559,0,115
1723,0.000000,319,681,0,319,552,0,129
1724,0.000000,313,687,0,313,562,0,125
1725,0.000000,318,682,0,318,581,0,101
1726,0.000000,306,694,0,306,578,0,116
1727,0.000000,327,673,0,327,570,0,103
1728,0.000000,359,641,0,359,527,0,114
1729,0.000000,319,681,0,319,570,0,111
1730,0.000000,304,696,0,304,584,0,112
1731,0.000000,303,697,0,303,577,0,120
1732,0.000000,314,686,0,314,585,0,101
1733,0.000000,348,652,0,348,532,0,120
1734,0.000000,328,672,0,328,561,0,111
1735,0.000000,305,695,0,305,585,0,110
1736,0.000000,331,669,0,331,556,0,113
1737,0.000000,329,671,2,327,524,4,143
1738,0.000000,296,704,70,226,269,140,295
1739,0.000000,316,684,224,92,109,477,98
1740,0.000000,300,700,4,296,532,10,158
1741,0.000000,301,699,0,301,583,1,115
1742,0.000000,335,665,0,335,543,0,122
1743,0.000000,318,682,0,318,559,0,123
1744,0.000000,317,683,0,317,566,0,117
1745,0.000000,299,701,14,285,530,21,150
1746,0.000000,328,672,64,264,283,103,286
1747,0.000000,305,695,272,33,51,599,45
1748,0.000000,298,702,1,297,580,1,121
1749,0.000000,315,685,0,315,552,0,133
1750,0.000000,331,669,0,331,540,0,129
1751,0.000000,335,665,0,335,546,0,119
1752,0.000000,320,680,0,320,577,0,103
1753,0.000000,330,670,0,330,561,0,109
1754,0.000000,298,702,0,298,579,0,123
1755,0.000000,301,699,40,261,380,87,232
1756,0.000000,330,670,18,312,451,39,180
1757,0.000000,325,675,0,325,566,1,108
1758,0.000000,299,701,17,282,516,25,160
1759,0.000000,301,699,71,230,287,130,282
1760,0.000000,327,673,1,326,563,1,109
1761,0.000000,321,679,0,321,560,0,119
1762,0.000000,303,697,0,303,574,0,123
1763,0.000000,304,696,0,304,591,0,105
1764,0.000000,303,697,8,295,537,13,147
1765,0.000000,286,714,44,242,287,121,306
1766,0.000000,318,682,232,86,88,499,95
1767,0.000000,298,702,23,275,487,36,179
1768,0.000000,324,676,100,224,266,159,251
1769,0.000000,295,705,1,294,589,1,115
1770,0.000000,318,682,16,302,479,26,177
1771,0.000000,334,666,0,334,550,0,116
1772,0.000000,324,676,42,282,390,73,213
1773,0.000000,305,695,1,304,570,0,125
1774,0.000000,307,693,0,307,576,0,117
1775,0.000000,317,683,14,303,518,14,151
1776,0.000000,301,699,75,226,286,141,272
1777,0.000000,312,688,250,62,83,530,75
1778,0.000000,336,664,0,336,562,1,101
1779,0.000000,312,688,0,312,580,0,108
1780,0.000000,316,684,0,316,577,0,107
1781,0.000000,296,704,0,296,579,0,125
1782,0.000000,307,693,0,307,573,0,120
1783,0.000000,303,697,15,288,458,35,204
1784,0.000000,325,675,0,325,562,0,113
1785,0.000000,301,699,0,301,605,0,94
1786,0.000000,356,644,0,356,524,0,120
1787,0.000000,314,686,0,314,562,0,124
1788,0.000000,295,705,0,295,586,0,119
1789,0.000000,303,697,0,303,584,0,113
1790,0.000000,316,684,0,316,569,0,115
1791,0.000000,311,689,0,311,568,0,121
1792,0.000000,296,704,0,296,609,0,95
1793,0.000000,326,674,0,326,557,0,117
1794,0.000000,308,692,0,308,577,0,115
1795,0.000000,307,693,0,307,585,0,108
1796,0.000000,308,692,0,308,585,0,107
1797,0.000000,299,701,11,288,564,14,123
1798,0.000000,295,705,55,240,277,130,298
1799,0.000000,315,685,224,91,88,538,59
1800,0.000000,313,687,0,313,586,1,100
1801,0.000000,325,675,30,295,436,41,198
1802,0.000000,327,673,0,327,575,0,98
1803,0.000000,292,708,0,292,596,1,111
1804,0.000000,308,692,0,308,610,0,82
1805,0.000000,293,707,0,293,600,0,107
1806,0.000000,304,696,0,304,582,0,114
1807,0.000000,298,702,0,298,591,0,111
1808,0.000000,305,695,6,299,496,29,170
1809,0.000000,298,702,69,229,307,124,271
1810,0.000000,299,701,0,299,570,1,130
1811,0.000000,296,704,0,296,582,0,122
1812,0.000000,313,687,0,313,565,0,122
1813,0.000000,322,678,0,322,556,0,122
1814,0.000000,317,683,18,299,452,48,183
1815,0.000000,352,648,101,251,262,149,237
1816,0.000000,303,697,1,302,581,1,115
1817,0.000000,306,694,0,306,596,0,98
1818,0.000000,310,690,30,280,474,51,165
1819,0.000000,322,678,0,322,573,2,103
1820,0.000000,297,703,6,291,547,12,144
1821,0.000000,311,689,0,311,574,0,115
1822,0.000000,310,690,13,297,510,28,152
1823,0.000000,304,696,0,304,586,0,110
1824,0.000000,306,694,0,306,591,0,103
1825,0.000000,323,677,0,323,553,0,124
1826,0.000000,327,673,34,293,409,61,203
1827,0.000000,307,693,127,180,193,293,207
1828,0.000000,317,683,0,317,573,1,109
1829,0.000000,314,686,24,290,416,61,209
1830,0.000000,332,668,132,200,199,275,194
1831,0.000000,322,678,0,322,561,1,116
1832,0.000000,310,690,0,310,557,0,133
1833,0.000000,329,671,0,329,552,0,119
1834,0.000000,294,706,37,257,385,85,236
1835,0.000000,321,679,0,321,552,1,126
1836,0.000000,305,695,0,305,586,0,109
1837,0.000000,330,670,0,330,539,0,131
1838,0.000000,335,665,0,335,559,0,106
1839,0.000000,315,685,3,312,534,9,142
1840,0.000000,305,695,0,305,573,0,122
1841,0.000000,304,696,0,304,576,0,120
1842,0.000000,328,672,0,328,557,0,115
1843,0.000000,328,672,0,328,546,0,126
1844,0.000000,297,703,0,297,604,0,99
1845,0.000000,321,679,0,321,566,0,113
1846,0.000000,305,695,0,305,572,0,123
1847,0.000000,310,690,0,310,565,0,125
1848,0.000000,310,690,0,310,569,0,121
1849,0.000000,307,693,0,307,577,0,116
1850,0.000000,317,683,0,317,550,0,133
1851,0.000000,335,665,0,335,563,0,102
1852,0.000000,340,660,0,340,538,0,122
1853,0.000000,307,693,0,307,558,0,135
1854,0.000000,295,705,24,271,404,76,225
1855,0.000000,310,690,130,180,200,275,215
