coef_-2.6738372270226862,coef_-2.7769842264545797,coef_1.9985320981175994,coef_1.8532799842307721,coef_3.9554261175123777,coef_3.4560162001783112,coef_3.900559450470398,coef_1.6719307102639096,coef_-1.1138106495037103,coef_3.386372380156935,coef_-2.7914327479323675,resultat
32.11206403937883,58.19675725014461,37.74032861377662,2.0999711388248743,67.29659929574467,42.60095542602688,50.51993127085434,75.56799240008219,69.00723766892679,44.17030434860126,55.08780930098963,497.6021321257185
69.59704492825142,25.75759721251376,4.735024195849158,60.97795654322186,54.48594840671879,98.69908178229774,74.44981676767975,37.55618369802804,61.63324803048131,19.704929954107897,10.40416659367821,753.6986867880128
78.59205098400504,9.100355361819734,28.426591338832598,0.5683716100972624,28.600157227806967,12.196485832554648,6.170068481469415,28.75205431526242,75.09083499513716,40.643076838636496,69.48716012244417,-80.10697817335071
24.7029242915781,28.511556267811123,26.781702956451692,80.18765478151637,80.72696682163397,47.35165772200223,41.7150318752317,40.47172670246202,56.58646522249522,55.1567292410885,83.33672190272169,671.3678239750701
11.19775566340877,33.46609655120739,2.854438973658202,43.863418923598886,10.292042998035466,78.22017144134938,22.932492533382167,53.68862451352447,77.45539611700106,8.188819147991966,57.023271805822695,246.6560096145008
52.975262970597726,13.706881007135664,33.76313395425557,19.46384626419316,91.70228885366491,18.934475182340815,80.35992167407603,19.94646615832618,87.82587910861228,80.20658219043226,34.06746700495389,787.4857957876451
28.870408546284686,31.736334500536856,77.44727381876916,63.786001986471405,55.9941086662952,19.93165478258001,86.69718732829426,64.59430220277703,2.4276603485186676,30.55667289170699,74.72851539116961,746.370216637307
74.23658222081025,96.2942938478622,9.461524628367723,9.483570289208142,90.81797716769502,70.30854866662504,36.57464441011685,48.10212068017634,85.1924475131232,64.51075760794481,50.65371368518,388.04962643197706
55.34534938415365,41.66933360210079,59.6842518439278,34.02335490932096,87.75566008064622,50.16581977983503,9.052945127212265,60.862373019271374,29.660723424851078,7.782132027563138,24.413072021499605,511.35961357991636
3.480681795826812,67.05903061557986,26.664855204186576,10.161999701766023,94.85327574748267,32.63299103509899,37.732193119609455,30.585196995151044,95.93750250201076,74.13388301970876,31.279828687376554,629.7463991090096
13.016972933403059,49.536074384299525,88.49650543022763,41.762903685299214,30.117130892774703,88.00490369146705,47.673788611356485,18.740896560399,86.89929097059564,58.060859788047416,50.96987797501149,690.0030320138111
37.325102446958624,96.10578055729127,96.74966922611013,89.64852187195883,56.09549829766508,67.82144079691108,68.71327397970538,51.37113506248089,61.990680393256284,1.8328525160119291,46.87200474180474,619.3192233570131
77.20658092209803,90.65062301639715,76.03387613143316,9.94384376554992,68.99073348243031,78.49412469965607,90.11874242664976,85.92008417654327,99.17860810468025,10.66628382899304,71.76750848199072,486.86198923141126
23.47050184744459,71.76578781873276,95.37793159592024,66.18040570437608,82.47724350466254,93.62597157598357,86.78964342651136,94.96297750573493,4.411987999374645,2.2019315864967526,70.85441653320136,1013.0802189632749
79.44149394360136,51.67125476679338,66.64651248213858,3.379388912416015,79.90593462209586,77.96266168208706,12.290808628440587,46.74130813862265,61.81845840264387,61.15079998046728,72.52248490523631,440.92944917118973
82.90526780811078,40.24787051947272,93.2794978948841,90.69975886870436,69.45635867075835,45.543348567224065,47.75664912612051,23.263635189953014,66.664247750278,70.99673306695085,65.72955030959245,671.0625137258569
36.076785824377666,98.02399333584482,15.790692170692788,68.1040262900419,16.18326946962142,92.16810420015432,50.60799345034251,24.117296301328818,36.46210716873601,15.556012147189957,75.03019418977809,221.99244655402478
15.005005799871308,13.585594322862082,1.1977944302137278,20.86523765440139,53.85412444528151,99.37181289506573,25.883664294716922,81.16710853999453,82.11410591544913,87.81860035715358,73.43910553879749,767.2547849583698
77.39156178485584,91.83360203956104,74.67859421369138,29.44285873281577,64.12476171095237,53.97892188471937,75.46405709636032,67.47561587766133,35.301611486105834,59.59876050026174,6.480501277482986,743.6343084194923
0.7283970636986936,46.29601308740368,82.53339702461895,9.180526397064192,70.05184911345438,95.68445063672645,55.332502127716346,66.43225900197197,87.25541288014679,60.4212454141688,74.17713835868489,896.4809241895935
23.651567004348138,84.41850379154636,46.487262068009805,63.9431260318987,87.3877458917179,81.98134118296882,8.004275384216575,46.69707319457501,38.13351313443258,45.59133726342686,12.549041166943308,738.9074734383753
10.453916029023592,64.78070423825237,87.35061459223346,90.981298252974,92.80065647589625,59.82596401503984,52.905340628408695,40.72213055310413,31.997347038353574,9.875408067672865,57.172329958140324,831.8205196667635
40.88758726692935,77.44303316103174,91.35495015733787,26.11873959546128,59.77646861136742,86.74797229830757,35.05128008704469,33.36544182581667,87.87167323989651,98.76492681170629,48.536953482038584,746.4391878253282
56.16088134682339,12.192874780310403,42.96968571930175,92.89774388578005,19.378796951745713,85.28706267052407,18.770772994313067,48.19649399204212,82.73753686086019,39.774236222512,91.9233120438702,395.1586153427257
11.281429377113083,60.56205257724382,14.118674352119365,79.41216384960441,22.395608078637462,7.882247477947524,57.940937145028336,11.297272595822584,65.66502894647188,87.72106936323722,1.7131754018797851,566.8962860951686
48.506387694140194,20.15237284238762,81.53390350409683,29.25577016150209,70.36898157473853,53.82474825278478,86.38626999964912,77.74715882191127,27.95192688221675,58.8429210630254,57.94077836251641,979.2005063093509
44.042426609195786,3.008593602550691,89.24778398867026,78.36268959095044,38.42857874844844,64.45906286150992,11.390296262474585,27.23509043008301,39.56880264527162,24.172622968437373,45.40294638052891,583.2582272803747
24.85528416555217,49.39632362243195,61.86804528541002,91.02487536730995,43.32705497401298,88.5416684754345,10.497011203435836,18.593214180178897,62.89089302089989,56.31138914181631,83.52537253985243,535.6045721078804
12.627424052705871,9.040974589286833,3.0194550759679695,27.80363479496636,56.3270587660912,61.538086293337756,41.90186702919362,99.8990737407501,52.153936029385115,5.901119952797318,84.08254945983809,501.81427083896506
37.008937165940544,24.467622947411726,27.755215206681417,79.48919547141294,54.99988841196281,75.88273651863861,31.4813093388153,9.210287236734471,18.01284889213295,27.589899944629504,55.02643924966466,583.6411567394264
65.44823618411883,91.13363010368823,3.8499633183599724,74.96357478183346,42.9024424644015,38.611406362793645,66.55587495913338,59.243582142400456,10.776584419368929,67.59600418876592,52.753800193693564,459.98706472834544
85.49816850791451,55.443845659165106,38.0696007615553,51.67791002388442,33.15357298898001,56.237300163533234,78.6904466766512,64.02737754417167,88.22513821817175,15.47216586978114,70.97076846972237,294.78000728845507
76.77972330337698,21.36095144847915,34.83209389950726,56.40976936453724,64.3471801435911,66.17891949121092,6.447944173158648,55.550673232124126,17.106799596586686,44.436234363478796,95.48194485527004,385.69652088290945
99.69939498105398,3.1058309546422747,55.99379511281792,74.87866664310025,33.45016246586584,14.268456141575403,38.078027926214865,95.8536290864146,77.0709472096804,54.026141059909186,65.66962800689704,389.6774732121778
91.72225290390824,63.722726864552406,98.2134120825594,61.218057586074416,10.511415375755796,12.458062958757077,98.66831386870717,6.486287602211194,52.262406187872855,3.1831960581408247,30.739307923901926,244.6304693015212
61.47621313116981,15.881549325659893,65.37357825550258,41.66579903470831,59.199598315940385,0.6197168528241703,6.215487225867655,65.68046733543626,63.28771686840189,31.126411244041496,26.475025547730645,340.7596763067899
40.597516391341756,6.7282104394661975,89.65569206742411,36.804591682587976,68.90659277080867,99.36923386084447,69.01934867320485,80.45374804201617,99.13207817734043,34.582403636551504,51.33394664949257,1013.2567625059116
39.07577347984509,62.458573187139635,40.936970975771544,26.58964441710342,88.13820955909154,60.862671569598014,82.40863610244747,49.24793540505655,54.13411507401188,43.85290320423202,59.36420050559806,748.4045838536788
76.95649453134328,5.153859458257259,56.061422040304286,74.10500325992508,54.3149052881014,41.98277829384301,47.76054962979248,55.67107133851109,58.65949448630161,78.26349945094422,10.166514240921732,849.913980725032
57.19641288807906,98.50981549931005,26.992272439594444,40.43174445632046,55.50859582844574,55.6747024854512,90.59861906487707,68.3392149678934,4.689884469926042,16.18533764450487,7.656221436249289,620.2128290573296
67.92031124037526,48.79748829920276,77.49582768252736,12.693827580736539,95.43513626587287,9.345118525954666,82.7510842891283,35.22369534838985,32.42289915496674,0.7577365950471204,42.694008911443284,510.01157037905887
58.99571706110795,37.41045589125746,65.47330009340703,93.65967304534647,68.82902970035673,68.2172070435735,99.52690706485343,30.067733175790867,18.604341016102545,32.79970827853247,18.27314035944304,1038.6266682033568
78.43076237829217,77.41883067639131,70.94844375006399,11.23344551203287,60.02839030117997,25.63720541736989,86.17811310935541,26.31314711382843,43.73360499075376,79.42846518666238,35.13004810970642,576.2868093492012
